id,name,headquarter,street,house_number,place_id,phone,fax,director_id,homepage_id,net_id
26,Stedelijk Conservatorium,false,Diksmuidse Heerweg,159,2230,,,4,4,1
27,Stedelijk Conservatorium,false,Fortuinstraat,29,2259,,,4,4,1
28,Stedelijk Conservatorium,false,Rijselstraat,71,2283,,,4,4,1
29,Noord-Limburgse Academie voor Muziek “Michielshof”,false,Michielsplein,3,15,,,5,5,3
30,Dans,false,Cornelius a Lapideplein,3,283,,,5,5,3
31,Noord-Limburgse Academie voor Muziek “Basisschool Eksel”,false,Groenstraat,8,606,,,5,5,3
32,Noord-Limburgse Academie voor Muziek “Cultuurpunt”,false,Phil Bosmansplein,1,899,,,5,5,3
33,Noord-Limburgse Academie voor Muziek “Harmoniezaal”,false,Harmonieweg,38_A ,899,,,5,5,3
34,Noord-Limburgse Academie voor Muziek “De Schans”,false,Rode Kruisplein,10,983,,,5,5,3
35,Dans,false,Nevenplein,1,1207,,,5,5,3
36,Noord-Limburgse Academie voor Muziek “Kunstacademie Lommel”,false,Jan Davidlaan,9,1429,,,5,5,3
37,Noord-Limburgse Academie voor Muziek”’t Heem’,false,Kloosterstraat,5,1545,,,5,5,3
38,Dans,false,Albertus Morrenstraat,6,1919,,,5,5,3
39,Dans,false,Harmonieplein,2,1919,,,5,5,3
40,Dans,false,Kerkstraat,     ,1919,,,5,5,3
41,Noord-Limburgse Academie voor Muziek “Palethe”,false,Jeugdlaan,2_A  ,1923,,,5,5,3
42,Noord-Limburgse Academie voor Muziek ‘Kunstacademie Pelt’,true,Toekomstlaan,9,1923,11808710,,5,5,3
43,Stedelijke Academie voor      Muziek en Woord,false,Ieperstraat,10_D ,1419,,,6,6,1
44,Stedelijke Academie voor      Muziek en Woord,true,Oostlaan,11_A ,1971,57333951,57339343,6,6,1
45,Stedelijke Academie voor      Muziek en Woord,false,Krombeekseweg,82,1971,,,6,6,1
46,Stedelijke Academie voor      Muziek en Woord,false,Provenplein,29,1985,,,6,6,1
47,Stedelijke Academie voor      Muziek en Woord,false,Baljuwstraat,13,2037,,,6,6,1
48,Stedelijke Academie voor      Muziek en Woord,false,Prof.Rubbrechtstraat,97,2069,,,6,6,1
49,Gemeentelijke Academie voor   Muziek,false,Kammeersweg,2,780,,,7,7,1
50,Gemeentelijke Academie voor   Muziek,true,Dorpsstraat,36_A ,849,25324086,25324086,7,7,1
51,Gemeentelijke Academie voor   Muziek,false,Koekoekstraat,2,849,,,7,7,1
52,Gemeentelijke Academie voor   Muziek,false,Steenweg Asse,231,1023,,,7,7,1
53,Gemeentelijke Academie voor   Muziek,false,Centrum,15,1031,,,7,7,1
54,Gemeentelijke Academie voor   Muziek,false,Edingsesteenweg,8_A  ,1031,,,7,7,1
55,Gemeentelijke Academie voor   Muziek,false,Markstraat,15,2286,,,7,7,1
56,Academie Wilrijk,false,Carillolei,3,12,,,8,8,1
57,Academie Wilrijk,false,Terelststraat,69,589,,,8,8,1
58,Academie Wilrijk,false,Spoorweglaan,145,2742,,,8,8,1
59,Academie Wilrijk,true,Doornstraat,8,2742,33385450,,8,8,1
60,Gemeentelijke Academie voor   Muziek en Woord,true,Kroninglaan,42,2263,27612887,22756691,9,9,1
61,Gemeentelijke Academie voor   Muziek en Woord,false,Heilige-Familieplein,1,2263,,,9,9,1
62,Gemeentelijke Academie voor   Muziek en Woord,false,Vervloesemstraat,36,2263,,,9,9,1
63,Gemeentelijke Academie voor   Muziek en Woord,false,Heilige-Familieplein,1,2263,,,9,9,1
64,Gemeentelijke Academie voor   Muziek en Woord,false,Floréallaan,14,2474,,,9,9,1
65,Gemeentelijke Academie voor   Muziek en Woord,false,François Vervloetstraat,10,2474,,,9,9,1
66,Muziekacademie van het        Gemeenschapsonderwijs,false,Generaal Fivéstraat,42,672,,,10,10,2
67,Muziekacademie van het        Gemeenschapsonderwijs,true,Oudergemlaan,124,672,27335965,27333945,10,10,2
68,Muziekacademie van het        Gemeenschapsonderwijs,false,Edmond Mesenslaan,2,672,,,10,10,2
69,Muziekacademie van het        Gemeenschapsonderwijs,false,Henri de Brouckèrelaan,16,1888,,,10,10,2
70,Muziekacademie van het        Gemeenschapsonderwijs,false,Louis Vander Swaelmenlaan,25,2669,,,10,10,2
71,Stedelijke Academie voor      Muziek,false,Schoolstraat,2,81,,,11,11,1
72,Stedelijke Academie voor      Muziek,false,Boudewijnstraat,18,183,,,11,11,1
73,Stedelijke Academie voor      Muziek,false,Peperstraat,11,2043,,,11,11,1
74,Stedelijke Academie voor      Muziek,true,Academieplein,17,2469,14413638,14428617,11,11,1
75,Stedelijke Academie voor      Muziek,false,Kapelweg,56,2469,,,11,11,1
76,Stedelijke Academie voor      Muziek,false,Grote Markt,100,2469,,,11,11,1
77,Stedelijke Academie voor      Muziek,false,Kerkstraat,64,2581,,,11,11,1
78,Stedelijke Academie voor      Muziek,false,Konijnenbergpad,5_7  ,2596,,,11,11,1
79,Gemeentelijke Academie voor   Muziek,true,Dr. H. Folletlaan,24,2693,24620635,,12,12,1
80,Gemeentelijke Academie voor   Muziek,false,Zijp,101,2693,,,12,12,1
81,Gemeentelijke Academie voor   Muziek,false,J. Vanden Broeckstraat,29,2693,,,12,12,1
82,Kunstacademie,false,Vierkeerstraat,26,988,,,13,13,1
83,Kunstacademie,false,Dalestraat,40,2234,,,13,13,1
84,Kunstacademie,false,Otegemstraat,238,2822,,,13,13,1
85,Kunstacademie,false,Stedestraat,39,2822,,,13,13,1
86,Hoofdstedelijke Academie voor Muziek,true,Nieuwland,198,383,,,14,14,1
87,Hoofdstedelijke Academie voor Muziek,false,Verdunstraat,381,957,,,14,14,1
88,Hoofdstedelijke Academie voor Muziek,false,Emile Bockstaellaan,107,1294,,,14,14,1
89,Hoofdstedelijke Academie voor Muziek,false,Louis Wittouckstraat,46,1294,,,14,14,1
90,Hoofdstedelijke Academie voor Muziek,false,Reper-Vrevenstraat,100,1294,,,14,14,1
91,Hoofdstedelijke Academie voor Muziek,false,Driegatenstraat,2,1707,,,14,14,1
92,Stedelijke Kunstacademie,false,Landergemstraat,1_B2 ,71,,,15,15,1
93,Stedelijke Kunstacademie,false,Schoolstraat,4,240,,,15,15,1
94,Stedelijke Kunstacademie,false,Koning Albertstraat,41,240,,,15,15,1
95,Stedelijke Kunstacademie,false,Georges Coornaertdreef,     ,534,,,15,15,1
96,Stedelijke Kunstacademie,false,Pompoenstraat,44,534,,,15,15,1
97,Stedelijke Kunstacademie,false,Pastoor Verrieststraat,12,1142,,,15,15,1
98,Stedelijke Kunstacademie,false,Wakkensesteenweg,11,1791,,,15,15,1
99,Stedelijke Kunstacademie,false,Koekoekstraat,26,2237,,,15,15,1
100,Stedelijke Kunstacademie,false,Beukenhofstraat,38,2518,,,15,15,1
101,Stedelijke Kunstacademie,false,Markegemstraat,49,2628,,,15,15,1
102,Stedelijke Kunstacademie,false,Sint-Jozefsstraat,3,2653,,,15,15,1
103,Stedelijke Kunstacademie,true,Olmstraat,25_29,2653,56600918,56600987,15,15,1
104,Stedelijke Kunstacademie,false,Markt,32,2653,,,15,15,1
105,Stedelijke Kunstacademie,false,Remi Vanmeerhaeghestraat,61,2653,,,15,15,1
106,Stedelijke Kunstacademie,false,Guido Gezellestraat,55,2723,,,15,15,1
107,Stedelijke Academie voor      Muziek Woord en Dans,false,Serpentsstraat,15,601,,,16,16,1
108,Stedelijke Academie voor      Muziek Woord en Dans,false,Driesleutelsstraat,11,1524,,,16,16,1
109,Stedelijke Academie voor      Muziek Woord en Dans,false,Martijn van Torhoutstraat,190,1885,,,16,16,1
110,Stedelijke Academie voor      Muziek Woord en Dans,false,Galgestraat,2,1885,,,16,16,1
111,Stedelijke Academie voor      Muziek Woord en Dans,true,Parkstraat,2_A  ,1885,55314584,55314584,16,16,1
112,Stedelijke Academie voor      Muziek-Woord-Dans,false,Sint-Andriesstraat,2,209,,,17,17,1
113,Stedelijke Academie voor      Muziek-Woord-Dans,false,Pastorijstraat,48_50,1750,,,17,17,1
114,Stedelijke Academie voor      Muziek-Woord-Dans,false,Edgard Tinelstraat,29,2224,,,17,17,1
115,Stedelijke Academie voor      Muziek-Woord-Dans,false,Kardinaal J.Cardijnstraat,     ,2242,,,17,17,1
116,Stedelijke Academie voor      Muziek-Woord-Dans,false,Sint-Nicolaasplein,z/n  ,2284,,,17,17,1
117,Stedelijke Academie voor      Muziek-Woord-Dans,true,Hofstraat,13,2284,37783850,,17,17,1
118,Stedelijke Academie voor      Muziek-Woord-Dans,false,Vakschoolhof,26,2284,,,17,17,1
119,Stedelijke Academie voor      Muziek-Woord-Dans,false,Polenlaan,46,2355,,,17,17,1
120,Stedelijke Academie voor      Muziek-Woord-Dans,false,Hoogkamerstraat,1,2385,,,17,17,1
121,Gemeentelijke Kunstacademie,false,Dorpstraat,9,172,,,18,18,1
122,Gemeentelijke Kunstacademie,false,Kallobaan,1,243,,,18,18,1
123,Gemeentelijke Kunstacademie,true,Lijsterbessenlaan,24,243,37753579,37753579,18,18,1
124,Gemeentelijke Kunstacademie,false,Willem Van Doornyckstraat,69,909,,,18,18,1
125,Gemeentelijke Kunstacademie,false,Hoog-Kallostraat,30,1194,,,18,18,1
126,Gemeentelijke Kunstacademie,false,Molenstraat,58,1227,,,18,18,1
127,Gemeentelijke Kunstacademie,false,Schoolstraat,15,1565,,,18,18,1
128,Gemeentelijke Kunstacademie,false,Nieuwe Baan,8,2604,,,18,18,1
129,Gemeentelijke Kunstacademie,false,Dorp Oost,45,2825,,,18,18,1
130,Academie de Kunstbrug         Gent,false,Kerkham,3_D/ ,535,,,19,19,1
131,Academie de Kunstbrug         Gent,false,Cataloniëstraat,1,802,,,19,19,1
132,Academie de Kunstbrug         Gent,false,Ottogracht,4,802,,,19,19,1
133,Academie de Kunstbrug         Gent,false,Coupure,52,802,,,19,19,1
134,Academie de Kunstbrug         Gent,false,Braemkasteelstraat,29,804,,,19,19,1
135,Academie de Kunstbrug         Gent,false,Watertorenstraat,5,804,,,19,19,1
136,Academie de Kunstbrug         Gent,true,Braemkasteelstraat,26,804,92302121,92309553,19,19,1
137,Academie de Kunstbrug         Gent,false,Trekweg,1,1505,,,19,19,1
138,Academie de Kunstbrug         Gent,false,Wautersdreef,25,1559,,,19,19,1
139,Academie de Kunstbrug         Gent,false,Brusselsesteenweg,397,1559,,,19,19,1
140,Academie voor Muziek,true,Stationsstraat,141,8,93743654,93743881,20,20,1
141,Academie voor Muziek,false,Hoogte,3,8,,,20,20,1
142,Academie voor Muziek,false,Rollebaanstraat,10,182,,,20,20,1
143,Academie voor Muziek,false,Mevrouw Courtmanslaan,82,1480,,,20,20,1
144,Academie voor Muziek,false,Nieuwstraat,8,2112,,,20,20,1
145,KunstAcademie Vlaamse Ardennen,false,St.-Martensstraat,51,362,,,21,21,1
146,KunstAcademie Vlaamse Ardennen,false,Stationsstraat,8,1234,,,21,21,1
147,KunstAcademie Vlaamse Ardennen,false,Nederholbeekstraat,1,1463,,,21,21,1
148,KunstAcademie Vlaamse Ardennen,true,Wolvestraat,37,2084,55211928,55208574,21,21,1
149,Stedelijke Academie voor      Podiumkunsten Westhoek,false,St.-Rijkersstraat,8,35,,,22,22,1
150,Stedelijke Academie voor      Podiumkunsten Westhoek,false,Koninklijke Baan,7,520,,,22,22,1
151,Stedelijke Academie voor      Podiumkunsten Westhoek,false,Helvetiastraat,47,1243,,,22,22,1
152,Stedelijke Academie voor      Podiumkunsten Westhoek,false,IJzerstraat,6,1346,,,22,22,1
153,Stedelijke Academie voor      Podiumkunsten Westhoek,false,Hoogstraat,2,1752,,,22,22,1
154,Stedelijke Academie voor      Podiumkunsten Westhoek,false,Dorpsstraat,4,1829,,,22,22,1
155,Stedelijke Academie voor      Podiumkunsten Westhoek,true,Noordstraat,18,2514,58330571,58330599,22,22,1
156,Stedelijke Academie voor      Muziek,false,Stationsstraat,17,2186,,,23,23,1
157,Stedelijke Academie voor      Muziek,false,Meerlaan,48,2813,,,23,23,1
158,Stedelijke Academie voor      Muziek,false,Kasteelstraat,30,2813,,,23,23,1
159,Stedelijke Academie voor      Muziek,true,Firmin Bogaertstraat,12,2813,93646407,93646408,23,23,1
160,KADE Podiumkunsten,true,Kalkhofstraat,25,524,93819640,93819649,24,24,1
161,KADE Podiumkunsten,false,Waregemsesteenweg,22,1267,,,24,24,1
162,KADE Podiumkunsten,false,Dorp,10_a ,1705,,,24,24,1
163,KADE Podiumkunsten,false,Burgemeesterstraat,7,2278,,,24,24,1
164,KADE Podiumkunsten,false,Centrumstraat,5,2818,,,24,24,1
165,Hagelandse Academie voor      Muziek en Woord,false,Nieuwland,3,9,,,25,25,1
166,Hagelandse Academie voor      Muziek en Woord,true,Grauwzustersstraat,10,544,13326929,13327513,25,25,1
167,Hagelandse Academie voor      Muziek en Woord,false,Vestenstraat,1,544,,,25,25,1
168,Hagelandse Academie voor      Muziek en Woord,false,Hombergstraat,1,1310,,,25,25,1
169,Hagelandse Academie voor      Muziek en Woord,false,Dorpsstraat,82,1626,,,25,25,1
170,Hagelandse Academie voor      Muziek en Woord,false,Provinciebaan,4,2096,,,25,25,1
171,Hagelandse Academie voor      Muziek en Woord,false,Schoolstraat,44,2096,,,25,25,1
172,Hagelandse Academie voor      Muziek en Woord,false,Vroentestraat,22,2182,,,25,25,1
173,Hagelandse Academie voor      Muziek en Woord,false,August Nihoulstraat,76_B ,2191,,,25,25,1
174,Hagelandse Academie voor      Muziek en Woord,false,Sint Jansstraat,82,2697,,,25,25,1
175,Kunstacademie Regio Tienen,false,Kerkomsesteenweg,45,346,,,26,26,1
176,Kunstacademie Regio Tienen,false,Dries,26,831,,,26,26,1
177,Kunstacademie Regio Tienen,false,Stoopkensstraat,82,1065,,,26,26,1
178,Kunstacademie Regio Tienen,false,Dorpsplein,33,1257,,,26,26,1
179,Kunstacademie Regio Tienen,false,Martelarenplaats,1,1457,,,26,26,1
180,Kunstacademie Regio Tienen,false,Dorpsstraat,2,1457,,,26,26,1
181,Kunstacademie Regio Tienen,false,Neerlintersesteenweg,22,1852,,,26,26,1
182,Kunstacademie Regio Tienen,false,Kerkplein,2,1922,,,26,26,1
183,Kunstacademie Regio Tienen,false,Leuvensesteenweg,187,2255,,,26,26,1
184,Kunstacademie Regio Tienen,false,Blerebergstraat,4,2425,,,26,26,1
185,Kunstacademie Regio Tienen,false,Kapucijnenstraat,57,2428,,,26,26,1
186,Kunstacademie Regio Tienen,false,Kapucijnenstraat,57,2428,,,26,26,1
187,Kunstacademie Regio Tienen,true,Grote Markt,3,2428,16805688,16821489,26,26,1
188,Kunstacademie Ter Beuken,false,Dam,67,605,,,27,27,1
189,Kunstacademie Ter Beuken,false,Schoolstraat,18,1421,,,27,27,1
190,Kunstacademie Ter Beuken,true,Groendreef,8,1425,93480181,93480181,27,27,1
191,Kunstacademie Ter Beuken,false,Nijverheidslaan,48,2621,,,27,27,1
192,Kunstacademie Ter Beuken,false,Bookmolenstraat,2,2790,,,27,27,1
193,Gemeentelijke Muziekacademie,false,Berdenweg,5,349,,,28,28,1
194,Gemeentelijke Muziekacademie,false,Bovenpad,7,890,,,28,28,1
195,Gemeentelijke Muziekacademie,false,Quinten Matsyslaan,35_A ,890,,,28,28,1
196,Gemeentelijke Muziekacademie,true,Albertstraat,8,1022,14500855,,28,28,1
197,Gemeentelijke Muziekacademie,false,Bouwelse Steenweg,8,1022,,,28,28,1
198,Stedelijke Servaisacademie    voor Muziek Woord en Dans,true,Kardinaal Cardijnstraat,7,926,23659760,23659769,29,29,1
199,Stedelijke Academie voor      Muziek,false,Molenveld,26,609,,,30,30,1
200,Stedelijke Academie voor      Muziek,false,Groenstraat,21_b ,2556,22513281,22513281,30,30,1
201,Stedelijke Academie voor      Muziek,true,Bolwerkstraat,27,2556,,,30,30,1
202,Stedelijke Academie voor      Muziek,false,Heldenplein,     ,2556,,,30,30,1
203,Stedelijke Academie voor      Muziek,false,Aarschotsestraat,94,2556,,,30,30,1
204,Gemeentelijke Academie voor   Muziek en Woord,false,Bevrijdingsstraat,1,147,,,31,31,1
205,Gemeentelijke Academie voor   Muziek en Woord,false,Vaartstraat,29,147,,,31,31,1
206,Gemeentelijke Academie voor   Muziek en Woord,false,Lorzestraat,37,533,,,31,31,1
207,Gemeentelijke Academie voor   Muziek en Woord,false,Gemeenteheistraat,1,1622,,,31,31,1
208,Gemeentelijke Academie voor   Muziek en Woord,false,Schoolstraat,3,1622,,,31,31,1
209,Gemeentelijke Academie voor   Muziek en Woord,true,Guido Gezellestraat,31_A ,1622,14313821,14330929,31,31,1
210,Gemeentelijke Academie voor   Muziek en Woord,false,St.-Odradastraat,10,1622,,,31,31,1
211,Gemeentelijke Academie voor   Muziek en Woord,false,Markt,     ,1622,,,31,31,1
212,Gemeentelijke Academie voor   Muziek en Woord,false,Jozef Calasanzstraat,2_A  ,1622,,,31,31,1
213,Gemeentelijke Academie voor   Muziek en Woord,false,Sluis,156,1622,,,31,31,1
214,Gemeentelijke Academie voor   Muziek en Woord,false,Stotert,77,1808,,,31,31,1
215,Gemeentelijke Academie voor   Muziek en Woord,false,Dorpsstraat,146,648,,,32,32,1
216,Gemeentelijke Academie voor   Muziek en Woord,true,Markt,5,1333,53806820,,32,32,1
217,Gemeentelijke Academie voor   Muziek en Woord,false,Margote,114,2720,,,32,32,1
218,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Schoolstraat,37,248,,,33,33,1
219,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Bierbeekstraat,4,272,,,33,33,1
220,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Armand Verheydenstraat,     ,910,,,33,33,1
221,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,true,Armand Verheydenstraat,19,910,16401617,16401617,33,33,1
222,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Dorpsstraat,85,1881,,,33,33,1
223,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Beekstraat,13,2254,,,33,33,1
224,Gemeentelijke Academie voor   Muziek en Woord Oud-Heverlee,false,Prosperdreef,9,2478,,,33,33,1
225,Stedelijke Academie voor      Muziek,false,Bavikhovedorp,16,171,,,34,34,1
226,Stedelijke Academie voor      Muziek,false,Vichtesteenweg,29,522,,,34,34,1
227,Stedelijke Academie voor      Muziek,false,Sint-Amandusstraat,16,522,,,34,34,1
228,Stedelijke Academie voor      Muziek,false,Pladijsstraat,276,522,,,34,34,1
229,Stedelijke Academie voor      Muziek,true,Toekomststraat,29,956,56714810,56733569,34,34,1
230,Stedelijke Academie voor      Muziek,false,Generaal Deprezstraat,91,956,,,34,34,1
231,Stedelijke Academie voor      Muziek,false,Ballingenweg,     ,956,,,34,34,1
232,Stedelijke Academie voor      Muziek,false,Tieltsestraat,31,1128,,,34,34,1
233,Gemeentelijke Kunstacademie,true,Kamerijklaan,50,550,24663096,24631624,35,35,1
234,Gemeentelijke Kunstacademie,false,Kerkstraat,     ,1148,,,35,35,1
235,Gemeentelijke Kunstacademie,false,E. Eylenboschstraat,27,2190,,,35,35,1
236,KunstAcademie Beeld Muziek    Woord,true,Pastoor De Nevestraat,26,592,93771852,93771757,36,36,1
237,KunstAcademie Beeld Muziek    Woord,false,Dreef,47,1393,,,36,36,1
238,KunstAcademie Beeld Muziek    Woord,false,Nijverheidsstraat,1_A  ,1393,,,36,36,1
239,Stedelijke Academie voor      Muziek en Woord,true,de Smet de Naeyerlaan,141_1,273,50413327,50424457,37,37,1
240,Academie voor Muziek en Woord,false,Schoolstraat,7,933,,,38,38,1
241,Academie voor Muziek en Woord,false,Dorpsstraat,19,1273,,,38,38,1
242,Academie voor Muziek en Woord,false,Schoolstraat,10,1833,,,38,38,1
243,Academie voor Muziek en Woord,false,Engsbergseweg,107,2394,,,38,38,1
244,Academie voor Muziek en Woord,true,Stationsstraat,40,2394,13666759,13674638,38,38,1
245,Academie voor Muziek en Woord,false,Markt,Z/N  ,2394,,,38,38,1
246,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Waversebaan,66,1053,,,39,39,1
247,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Celestijnenlaan,19,1053,,,39,39,1
248,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Erasme Ruelensvest,115,1053,,,39,39,1
249,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Kortrijksebaan,2,1082,,,39,39,1
250,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Rerum Novarumlaan,5,1222,,,39,39,1
251,Stedelijke Academie           Conservatorium Muziek Woord   Dans,true,Dirk Boutslaan,60_62,1373,16222121,16222121,39,39,1
252,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Halfmaartstraat,     ,1373,,,39,39,1
253,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Appelweg,4,1753,,,39,39,1
254,Stedelijke Academie           Conservatorium Muziek Woord   Dans,false,Baron Descampslaan,105,2730,,,39,39,1
255,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Plaats,28,505,,,40,40,1
256,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Nieuwplaats,     ,828,,,40,40,1
257,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Koolskampstraat,24,828,,,40,40,1
258,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Hogestraat,25,1089,,,40,40,1
259,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Sint-Jorisplein,1,1240,,,40,40,1
260,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Torhoutstraat,36,1256,,,40,40,1
261,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Sint-Eloois-Winkelstraat,84_A ,1335,,,40,40,1
262,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Beverenstraat,18,1382,,,40,40,1
263,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Roeselaarsestraat,60,1660,,,40,40,1
264,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Roeselarestraat,61,1838,,,40,40,1
265,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Brugsesteenweg,75,2070,,,40,40,1
266,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Leeuwerikstraat,30,2070,,,40,40,1
267,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Izegemseaardeweg,30,2070,,,40,40,1
268,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,true,Meenseheirweg,20,2070,51229707,51228537,40,40,1
269,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Bornstraat,52,2070,,,40,40,1
270,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Blinde-Rodenbachstraat,23,2115,,,40,40,1
271,Stedelijke Academie voor      Podiumkunsten Adriaan Willaert,false,Ieperstraat,105,2243,,,40,40,1
272,KunstAcademie afdeling        Muziek en Woord,false,Dorp,101,212,,,41,41,1
273,KunstAcademie afdeling        Muziek en Woord,false,Dorp,94,212,,,41,41,1
274,KunstAcademie afdeling        Muziek en Woord,false,Dorpsplein,1,1520,,,41,41,1
275,KunstAcademie afdeling        Muziek en Woord,false,Fabrieksstraat,19,2268,,,41,41,1
276,KunstAcademie afdeling        Muziek en Woord,true,Schooldreef,40,2713,93692490,93665623,41,41,1
277,KunstAcademie afdeling        Muziek en Woord,false,Markt,     ,2713,,,41,41,1
278,dé Academie,false,Kloosterlaan,4,232,,,42,42,1
279,dé Academie,false,Boezingestraat,2_A  ,289,,,42,42,1
280,dé Academie,false,Dikkebusstraat,234,571,,,42,42,1
281,dé Academie,false,Capucienenstraat,102,1138,,,42,42,1
282,dé Academie,true,Weverijstraat,35,1138,57202284,57203150,42,42,1
283,dé Academie,false,Vandenpeereboomplein,     ,1138,,,42,42,1
284,dé Academie,false,Poelkapellestraat,36,1311,,,42,42,1
285,dé Academie,false,4e Regiment Karabiniersstraat,9,1914,,,42,42,1
286,dé Academie,false,Wervikstraat,     ,2804,,,42,42,1
287,dé Academie,false,Langemarkstraat,2,2811,,,42,42,1
288,dé Academie,false,Ieperstraat,54,2811,,,42,42,1
289,"Academie voor Muziek en Woord ""De Noorderkempen""",true,Pastoor de Katerstraat,5,133,14699539,14699588,43,43,1
290,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Vrijheid,     ,1091,,,43,43,1
291,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Karel Boomstraat,44,1091,,,43,43,1
292,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Markt,     ,1581,,,43,43,1
293,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Markt,17,1581,,,43,43,1
294,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Molenstraat,5,2053,,,43,43,1
295,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Koning Albertstraat,57,2682,,,43,43,1
296,"Academie voor Muziek en Woord ""De Noorderkempen""",false,Poeleinde,2,2762,,,43,43,1
297,Stedelijke Muziekacademie,false,Schuttershof,2_B  ,785,,,44,44,1
298,Stedelijke Muziekacademie,false,Stationsstraat,11,785,,,44,44,1
299,Stedelijke Muziekacademie,true,Stationsstraat,29,785,14588004,,44,44,1
300,Stedelijke Muziekacademie,false,Larum,9,785,,,44,44,1
301,Stedelijke Muziekacademie,false,Smissestraat,3,1286,,,44,44,1
302,Stedelijke Muziekacademie,false,Schoolstraat,42,1286,,,44,44,1
303,Stedelijke Muziekacademie,false,Gasthuisstraat,33,1541,,,44,44,1
304,Stedelijke Muziekacademie,false,Gasthuisstraat,29,1541,,,44,44,1
305,Stedelijke Muziekacademie,false,Veerledorp,18,2493,,,44,44,1
306,Stedelijke Muziekacademie,false,Jos Geunsplein,     ,2704,,,44,44,1
307,Stedelijke Muziekacademie,false,Boerenkrijglaan,25,2704,,,44,44,1
308,Stedelijke Muziekacademie,false,Loofven,12,2704,,,44,44,1
309,Stedelijke Muziekacademie,false,Schoolstraat,1,2704,,,44,44,1
310,Stedelijke Muziekacademie,false,Emiel Stalmanslaan,2,2704,,,44,44,1
311,Academie Borgerhout           Muziek-Woord,false,Grotehondstraat,50_52,63,,,45,45,1
312,Academie Borgerhout           Muziek-Woord,false,Constitutiestraat,61_63,68,,,45,45,1
313,Academie Borgerhout           Muziek-Woord,false,Geluwestraat,4,213,,,45,45,1
314,Academie Borgerhout           Muziek-Woord,true,Collegelaan,3,319,32924350,32924359,45,45,1
315,Academie Borgerhout           Muziek-Woord,false,Te Boelaarpark,5,319,,,45,45,1
316,Gemeentelijke Academie voor   Muziek en Woord,false,Kerkstraat,     ,2226,,,46,46,1
317,Gemeentelijke Academie voor   Muziek en Woord,false,Gemeenteplein,2,891,,,47,47,1
318,Gemeentelijke Academie voor   Muziek en Woord,true,Koning Boudewijnplein,3,2226,24651605,24690001,47,47,1
319,Gemeentelijke Academie voor   Muziek en Woord,false,Dilbeekstraat,1,2226,,,47,47,1
320,Gemeentelijke Academie voor   Muziek en Woord,false,Brusselsesteenweg,543,2792,,,47,47,1
321,Academie voor                 Muziek,false,Bogaarsveldstraat,     ,219,,,48,48,1
322,Academie voor                 Muziek,false,Bivakstraat,6,244,,,48,48,1
323,Academie voor                 Muziek,false,Sint-Trudoplein,14,997,,,48,48,1
324,Academie voor                 Muziek,false,Schomstraat,6,1047,,,48,48,1
325,Academie voor                 Muziek,false,Minderbroedersstraat,9,1047,,,48,48,1
326,Academie voor                 Muziek,false,Pastorijstraat,30,1110,,,48,48,1
327,Academie voor                 Muziek,false,Kastanjestraat,7,1110,,,48,48,1
328,Academie voor                 Muziek,false,Herebaan-West,41,1111,,,48,48,1
329,Academie voor                 Muziek,false,Huidevettersstraat,5,1111,,,48,48,1
