id,name,headquarter,street,house_number,place_id,phone,fax,director_id,homepage_id,net_id
330,Academie voor                 Muziek,false,Koersel-Dorp,9_1  ,1242,,,48,48,1
331,Academie voor                 Muziek,true,Harpstraat,14,1242,11424277,11452817,48,48,1
332,Academie voor                 Muziek,false,Hospitaalstraat,     ,1242,,,48,48,1
333,Academie voor                 Muziek,false,Kastanjedreef,1,1357,,,48,48,1
334,Academie voor                 Muziek,false,Kerkstraat,12_A ,1459,,,48,48,1
335,Academie voor                 Muziek,false,Tessenderlosesteenweg,18,1905,,,48,48,1
336,Academie voor                 Muziek,false,Beekbeemdenhof,1,2808,,,48,48,1
337,"Academie ""Peter Benoit"" voor  Muziek",true,Hendrik Ghijselenstraat,19,1352,25325465,,49,49,1
338,"Academie ""Peter Benoit"" voor  Muziek",false,Andreas Masiusplein,     ,1352,,,49,49,1
339,"Academie ""Peter Benoit"" voor  Muziek",false,Schapenstraat,42,2280,,,49,49,1
340,Academie Tongeren Muziek en   Woord,false,Nieuwland,11_B ,320,,,50,50,2
341,Academie Tongeren Muziek en   Woord,false,Europalaan,2,1071,,,50,50,2
342,Academie Tongeren Muziek en   Woord,true,Sacramentstraat,70,2444,12237038,12241230,50,50,2
343,GA voor Kunst/                Muziek,false,Marktplein,     ,543,,,51,51,1
344,GA voor Kunst/                Muziek,false,Pastorijstraat,2,543,,,51,51,1
345,GA voor Kunst/                Muziek,false,Kloosterstraat,34,543,,,51,51,1
346,GA voor Kunst/                Muziek,false,Rooierheidestraat,103,543,,,51,51,1
347,GA voor Kunst/                Muziek,false,Ganzebroekstraat,Z/N  ,543,,,51,51,1
348,GA voor Kunst/                Muziek,false,Molenstraat,Z/N  ,799,,,51,51,1
349,GA voor Kunst/                Muziek,false,Boxbergstraat,1,799,,,51,51,1
350,GA voor Kunst/                Muziek,true,Stadsplein,1,799,89309611,89356455,51,51,1
351,GA voor Kunst/                Muziek,false,Zonhoverweg,67,799,,,51,51,1
352,GA voor Kunst/                Muziek,false,Margarethalaan,70_1 ,799,,,51,51,1
353,GA voor Kunst/                Muziek,false,Halmstraat,6,799,,,51,51,1
354,GA voor Kunst/                Muziek,false,Collegelaan,1,799,,,51,51,1
355,GA voor Kunst/                Muziek,false,Gildenstraat,10,1889,,,51,51,1
356,Academie Voeren-Riemst,true,Kloosterstraat,19,2125,43811119,43812259,52,52,2
357,Academie Voeren-Riemst,false,St.-Jansstraat,8_8A ,1018,,,52,52,2
358,Academie Voeren-Riemst,false,St.-Hubertusstraat,9,1200,,,52,52,2
359,Academie Voeren-Riemst,false,Kerkstraat,28,2049,,,52,52,2
360,Academie Voeren-Riemst,false,Kerkstraat,35,2049,,,52,52,2
361,Academie Voeren-Riemst,false,Grote Straat,64,2479,,,52,52,2
362,Academie Voeren-Riemst,false,De Plank,81,2586,,,52,52,2
363,Conservatorium aan Zee,false,Hoogstraat,1,827,,,53,53,1
364,Conservatorium aan Zee,true,Romestraat,36,1831,59707008,,53,53,1
365,Conservatorium aan Zee,false,Hoogstraat,17,1887,,,53,53,1
366,Academie Haspengouw Podium,false,Dorpsstraat,7_B  ,788,,,54,54,1
367,Academie Haspengouw Podium,false,Hannuitstraat,8,826,,,54,54,1
368,Academie Haspengouw Podium,false,Sportlaan,4_A  ,924,,,54,54,1
369,Academie Haspengouw Podium,false,Guldensporenlaan,     ,1026,,,54,54,1
370,Academie Haspengouw Podium,false,Diestsesteenweg,5,1026,,,54,54,1
371,Academie Haspengouw Podium,false,Opcosenstraat,7,1263,,,54,54,1
372,Academie Haspengouw Podium,false,Hannuitsesteenweg,80,1306,,,54,54,1
373,Academie Haspengouw Podium,false,Opheersstraat,z/n  ,1848,,,54,54,1
374,Academie Haspengouw Podium,true,Gazometerstraat,5,2294,,,54,54,1
375,Academie Haspengouw Podium,false,Grote Markt,Z/N  ,2294,,,54,54,1
376,Academie Haspengouw Podium,false,Nieuwe Steenweg,141,2513,,,54,54,1
377,Academie Haspengouw Podium,false,Prins Leopoldplaats,3,2815,,,54,54,1
378,Academie voor                 Muziek,false,Antwerpsesteenweg,79,1250,,,55,55,1
379,Academie voor                 Muziek,false,Van Dijckstraat,5,1674,,,55,55,1
380,Academie voor                 Muziek,true,Eggestraat,13,1674,34497277,34499334,55,55,1
